Language;Hash;Sentence;Context
en_US;c84fd86277df8b7f3e92a7c8caec959a;products they suggested;
en_US;c953913ab27000561c71ce40a7d05302;{product count} products;In the phrase: "{name1} wanted {product count products} on {megusta.do}."
en_US;c9d091a32e3bd05a9c37c23ea2a820d7;{name count} others;In the phrase: "{name1} and {name count others} wished for {product1} and {product2} on {megusta.do}."
en_US;ca1c5818fc826210531e0b20576233b4;{name} is wanting a product.;
en_US;ca3375823f171330c869f7d6aa7c63cc;Be the first of your friends who is wanting this.;
en_US;cb5a1c9455cb640ef95c680d70a92a12;{product count} products;In the phrase: "{name1} and {name2} are loving {product count products} on {megusta.do}."
en_US;cc290519cc7a44bb5d1ee88ed29fda1b;Wished for {product1} on {megusta.do}.;
en_US;ccc2cef59330aa8143778f78c83e1dbf;Is loving {product1}.;
en_US;ccd401e891f95a5c1cd62d4d46405895;{product count} products;In the phrase: "{name1} and {name2} are having {product count products} on {megusta.do}."
en_US;cd095c80406fe9dc51f0d9cd93afeb30;{name1} and {name count others} thought about {product1} and {product count other products} on {megusta.do}.;
en_US;cdc31f34aba35f3eb9025576fca44d3b;{product count} products;In the phrase: "{name1} is suggesting {product count products} on {megusta.do}."
en_US;cdc5ba7eeba95cadcb9da4b5310e1bba;{name count} others;In the phrase: "{name1} and {name count others} asked you for {=[count] contents}."
en_US;cdda29a655e1ea96c68f60ccfbddbaae;{product count} other products;In the phrase: "{name1} is thinking about {product1} and {product count other products} on {megusta.do}."
en_US;cf3d566617a239df708321a5266dd014;a product she had;
en_US;cf6fa1a9d205f70d3408584cd7c24e29;{name count} others;In the phrase: "{name1} and {name count others} are loving {product count products} on {megusta.do}."
en_US;cf8e2868f46f213f4d0c175a189efe13;{name count} others;In the phrase: "{name1} and {name count others} sent you {=a content}."
en_US;d0fb7eb30f9bc0774d3795e3b240dba6;{name1} loved {product1}.;
en_US;d0fd8bde66e23e0c19853b8e3b22b405;products you had;
en_US;d12e1f9a4b8db299133d073782b06b28;{name1} and {name2} loved {product count products} on {megusta.do}.;
en_US;d1dc3596a81a7c5007aea4d25344d202;{name1} and {name2} are thinking about {product1} and {product count other products} on {megusta.do}.;
en_US;d25ad2ce6bfa69ae2cbd28ab485ec002;{product count} products;In the phrase: "{name1} is thinking about {product count products} on {megusta.do}."
en_US;d2792aef9129ec6ae19b0bf8e0244459;{name1} wanted {product1} on {megusta.do}.;
en_US;d29eef60cdedd640842b89598c4e8a30;a product he wanted;
en_US;d2d5df45163254f5b2693440ae91edfa;{product count} other products;In the phrase: "{name1} is loving {product1} and {product count other products} on {megusta.do}."
en_US;d2e296f0ecdbd6728b9e503354aaab7f;products you suggested;
en_US;d34024f6d110845af08b662f87ccc5f0;{name1} and {name2} wanted {product1} and {product2} on {megusta.do}.;
en_US;d354e631eb3c1e50246930268590ef6d;{name1} and {name count others} are thinking about {product1} and {product2} on {megusta.do}.;
en_US;d3d6e8564ca5d617e86765d19e869573;a content and other requests;In the phrase: "{name1} and {name2} sent you {=a content and other requests}."
en_US;d3fbe5d502ece12a0d36cb8e9e45e045;{name count} others;In the phrase: "{name1} and {name count others} suggested {product1} and {product2} on {megusta.do}."
en_US;d4274c679c5eb89b0d32b0f712927f0f;{prod.att_aux_a1} {prod.see_also2};
en_US;d445790c421daf233c3ead802fc78879;{name} thought about a product on {application}.;
en_US;d44e41436ebf0b31fcaae5444dd4b7a6;{name1} and {name2} suggested {product1} on {megusta.do}.;
en_US;d492a56c62838b536203e9cd3d87b0f7;{name count} others;In the phrase: "{name1} and {name count others} wished for {product1} and {product count other products} on {megusta.do}."
en_US;d4baf532e57651018dce7f889cbf56f7;{name1} and {name2} are loving {product1} and {product2} on {megusta.do}.;
en_US;d4e32e31b24ebae9d2f323b01fc0bcc5;{name} is thinking about a product.;
en_US;d4f10f5ee502edd4c426c9764fde61d8;Is having {product1} on {megusta.do}.;
en_US;d51057bfd149807295ab2047e69e8832;a product you suggested;
en_US;d56605c10c625c3849757408596a5210;Be the first of your friends who is loving this.;
en_US;d57a0e665f1c5500a4ca013df5717cdc;products he suggested;
en_US;d5a75a5b5aaa4070b0ae9939c9c7d394;Wanted {product1}.;
en_US;d5b9e1abb444b692500a861a645869f5;{name1} and {name2} asked you for {=a content}.;
en_US;d619054edafb18259ead8cbb19fb2599;{name1} loved this.;
en_US;d6597f6d8a876c0bf82ca470383c9aac;{name1} and {name count others} are loving a product on {megusta.do}.;
en_US;d68b41340459c08b6eaead0a3d51ae42;{name count} others;In the phrase: "{name1} and {name count others} are having {product count products} on {megusta.do}."
en_US;d6b468d0b557d3fd5840f166f823dc77;{name} is wishing for {number} products.;
en_US;d6ebffac6be9b9a96831c8f6ebf1afb3;{name1} and {name2} are suggesting {product1} on {megusta.do}.;
en_US;d6f4a7c7a41ab16e7b6998a7517702b7;{name1} is wanting {product count products} on {megusta.do}.;
en_US;d708da525009f81011e54829c1a2546f;{name1} and {name2} wished for {product1} and {product count other products} on {megusta.do}.;
en_US;d8ffaa81ebe95d6da71869ae327e39cc;{name count} others;In the phrase: "{name1} and {name count others} asked you for {=[count] contents and other requests}."
en_US;d9a7d5943c1b466bff720ad1222f020a;products {name} loved;
en_US;da57a7a057b4b8a43187394bb7624610;{product count} other products;In the phrase: "{name1} suggested {product1} and {product count other products} on {megusta.do}."
en_US;da806897be8c99a3d543622cb1b018a4;a product and other requests;In the phrase: "{name1} and {name count others} asked you for {=a product and other requests}."
en_US;dba5edd7ce925354c57bc9a3aeb43292;{count} contents;In the phrase: "{=[count] contents} sent by {name}"
en_US;dc0c60350a193c21076a57ff6ac24e64;a content;In the phrase: "{name} sent you {=a content}."
en_US;dcbb79e894ed64b4c877ad82d80937c4;{name1} is loving {product count products} on {megusta.do}.;
en_US;dce057bab2bff7ead2edd175cf8a3dc1;{name1} is thinking about {product1} on {megusta.do}.;
en_US;dcf69246ccbf7643a76454a81dc90e2f;products you wished for;
en_US;dd71b3dabc4dd0dfabc532cbc8a25044;{name1} and {name count} others thought about this.;
en_US;ddb7eb16aa1a9f643a04835be8c0335a;Is thinking about {product1} on {megusta.do}.;
en_US;de3a48eede022433db7a3149d6155d47;{name} loved a product on {application}.;
en_US;de99b08c9ef19674210340c9abf10d4b;1 other wanted this.;
en_US;df7cf612d618662081b2e80720557ea5;Is wanting {product1}.;
en_US;dfa502eabb71a22a51cf8d6cfa720a47;{name1} and {name2} suggested {product1} and {product2} on {megusta.do}.;
en_US;dfb675979e100ae316b2c8bdfde50571;{name1} and {name count others} are having {product count products} on {megusta.do}.;
en_US;dfdd22af250e75bb88e0c6427d92ce67;{name1} and {name count others} asked you for {=a content and other requests}.;
en_US;e013a59950531226ec4d54699a4d8098;{name1} and {name2} wanted {product1} for birthday ({birthday}) on {megusta.do}.;
en_US;e04ec9e6a31e734f75497072ab7f755c;{name count} others;In the phrase: "{name1} and {name count others} sent you {=[count] contents}."
en_US;e0887e3192235560ba87366799a49b3c;{name1} and {name count others} are suggesting {product count products} on {megusta.do}.;
en_US;e0d2cb614164aedf37ab06c840c53fdb;products you thought about;
en_US;e1e84129555491b4409dcd46488f9031;{=1 product} asked for by {name};item (e.g gift, ticket) that user gives to you in apps or games
en_US;e212cdf1557377f7fe116c24ea994583;{name} is having a product on {application}.;
en_US;e22418e8bfc35bc3711118f458037acf;a product and other requests;In the phrase: "{name1} and {name2} sent you {=a product and other requests}."
en_US;e232111bdd3ebd580bf1191027e51b56;{=[count] products} asked for by {name};item (e.g gift, ticket) that user gives to you in apps or games
en_US;e235f482806f45956a6a20a12c91b229;{product count} other products;In the phrase: "{name1} and {name count others} had {product1} and {product count other products} on {megusta.do}."
en_US;e27b00ea54057bd9a4391a1755e37de0;{product count} products;In the phrase: "{name1} is wishing for {product count products} on {megusta.do}."
en_US;e2bb387b805d0f4fff4dc08158ec05e6;{name1} and {name count others} sent you {=a product}.;
en_US;e2de867bb5fdbf0a203076734ac564ac;{name count} others;In the phrase: "{name1} and {name count others} are thinking about {product1} and {product count other products} on {megusta.do}."
en_US;e3d30a0732bd5819d92a8a2b06ea6e24;{name1} and {name2} are wishing for {product1} and {product count other products} on {megusta.do}.;
en_US;e4b65bfcf42b14757511769e2279436f;{name1} and {name2} are wanting {product1} on {megusta.do}.;
en_US;e4f06608b46eb5e41d280ec0fb7d9a1f;{name1} and {name count others} are suggesting {product1} and {product count other products} on {megusta.do}.;
en_US;e51046feab9e6b3c5b9ce07c7b185337;{name1} is loving a product on {megusta.do}.;
en_US;e56448223460c9bbe2b67509cdd2ff9c;{count} contents;In the phrase: "{=[count] contents} asked for by {name}"
en_US;e56b79f243c0d5585b674bf78a55468b;{name1} is wanting a product on {megusta.do}.;
en_US;e6a9255a546bbd472a7b14d2810fed43;{name1} is thinking about a product on {megusta.do}.;
en_US;e74071848bafddbef621cd3af5c1a05d;products he wished for;
en_US;e74b109dcc6eda8878a4dfd777f5429c;{name1} and {name count others} are wanting {product1} on {megusta.do}.;
en_US;e81fa982584dd5fa870cda2f98706edf;{name count} others;In the phrase: "{name1} and {name count others} thought about {product1} on {megusta.do}."
en_US;e83d0e390670c47e1ac6ebda3e322cda;{name count} others;In the phrase: "{name1} and {name count others} sent you {=[count] products and other requests}."
en_US;e85e8f4b589922a0359fb6605b72685e;products {name} thought about;
en_US;e87a822774bfd78deb71ddc4e2aa68cb;products {name} wished for;
en_US;e8f427325c351bf2ce071429734240c3;a product she suggested;
en_US;e93a145e216bf2db2ee592794c980a3b;{name1} and {name2} wished for {product1} on {megusta.do}.;
en_US;e955b2f17ed6309ee0b6aed168e4a91f;1 other thought about this. Be the first of your friends.;
en_US;e97d2f5737bf51632b3b7f9e8650aa97;a product and other requests;In the phrase: "{name} asked you for {=a product and other requests}."
en_US;e9f6ff5d6c1fdb0674b512ac055cb65d;{name1} and {name count others} wanted {product1} on {megusta.do}.;
en_US;ea247b4ac60924b1e0bafd0503771ee5;a product they suggested;
en_US;ea590718fbdd89d99e6a5aba969c2cd9;{name} wished for {number} products.;
en_US;eb18da3ceb59aa2dc706197e7aeb1cd3;{name1} and {name2} wanted {product count products} for birthday ({birthday}) on {megusta.do}.;
en_US;eba1922134d0fb50814e16bf3feabf76;{name count} others;In the phrase: "{name1} and {name count others} sent you {=a product}."
en_US;ebba52c4bdb28553b890ebc1207742e6;{name1} and {name2} are having {product1} and {product count other products} on {megusta.do}.;
en_US;ec0d1c88aba6bd9977a4bb1cb2814d47;{name count} others;In the phrase: "{name1} and {name count others} are loving {product1} and {product2} on {megusta.do}."
en_US;ec386908a843e5620e749187c5d99808;{name1} suggested a product on {megusta.do}.;
en_US;ec79c154048cc0fc875613d480a38a37;{name1} wanted {product1} for birthday ({birthday}).;
en_US;ecd5bcb540eaee724ddca6fd63f744e1;{prod.sub_expression1}! {prod.att_aux_a2} {prod.see_also3};
en_US;ece909968ed32291f73dd2f08e40c491;a content;In the phrase: "{name} asked you for {=a content}."
en_US;ed05b79b865567ed321da2679250674c;{name} suggested a product.;
en_US;ed4beb5620e4a6c6cf13ceb1dfd2fcde;You and {number} others loved this.;
en_US;eda2773f8dddf03b13875ce057e503e9;{name1} wished for {product1}.;
en_US;ee99383b5e579ef64898de3d76c26d87;{=1 content} sent by {name};item (e.g gift, ticket) that user gives to you in apps or games
en_US;ef0b7fe259aff7e46fd68c7b48c5877e;{count} contents;In the phrase: "{name} sent you {=[count] contents}."
en_US;efc324107667145829bab1e5077c1ec7;{name1} is suggesting {product count products} on {megusta.do}.;
en_US;efeea47f3fc7bfbdf09d6753ea016e19;{name1} and {name2} are wishing for a product on {megusta.do}.;
en_US;f0844ed06b54e9f47b3f36d71769231f;products they wished for;
en_US;f08f283ea9cc4912fd0c33bf954843ab;Is wishing for {product1} on {megusta.do}.;
en_US;f0b27dc123ca5b5d7b351897b1410ba5;{name} is suggesting {number} products.;
en_US;f1701a87b9e791af6efcaff8a2ec7c91;{name1} and {name count} others wanted this.;
en_US;f1795c4eb7f0fb3cb13389add52e9e00;{name count} others;In the phrase: "{name1} and {name count others} are thinking about {product count products} on {megusta.do}."
en_US;f1a43eee5a76ae807b8727ccd32ca42e;{name1} and {name count others} had a product on {megusta.do}.;
en_US;f291b2e053d2281cb95a1fa120a93d4f;{name1} and {name2} are suggesting {product count products} on {megusta.do}.;
en_US;f2ace12286df5e5bc28eac65cbfed52f;{count} contents and other requests;In the phrase: "{name1} and {name2} asked you for {=[count] contents and other requests}."
en_US;f2b52c0585f6299b23ac49333811450e;{product count} products;In the phrase: "{name1} and {name2} are wishing for {product count products} on {megusta.do}."
en_US;f3658e589b11b84cb584bdd080c60dee;{product count} other products;In the phrase: "{name1} and {name2} had {product1} and {product count other products} on {megusta.do}."
en_US;f3a9ab81bb10374917cfd5dbba7b450b;{product count} other products;In the phrase: "{name1} is wishing for {product1} and {product count other products} on {megusta.do}."
en_US;f57cadd2e5d69ea833be0445b62e27bc;{product count} products;In the phrase: "{name1} and {name count others} had {product count products} on {megusta.do}."
en_US;f6ba16efe987dd2d46be74584122b9cf;{name} is having a product.;
en_US;f70b9c2eba901784372428d9eeec28b4;a product;In the phrase: "{name1} and {name count others} asked you for {=a product}."
en_US;f74c6b502eda81aaee32f37d805fa54b;{name1} and {name count others} wished for {product1} and {product2} on {megusta.do}.;
en_US;f7882960701af73d4a84253c2f10d7b6;{name1} and {name count others} sent you {=[count] contents}.;
en_US;f7ecb4ae86fd5c973eca8633694be9fe;{name} loved {number} products.;
en_US;f7f8de93527c2469839659575edc2f65;{product count} products;In the phrase: "{name1} suggested {product count products} on {megusta.do}."
en_US;f85a9846d840515e83b0a9e609fb6525;{name1} and {name count others} had {product1} and {product2} on {megusta.do}.;
en_US;f904720c9b9ee2ccd74a7bac65ce9a4a;{name1} and {name count others} sent you {=a content}.;
en_US;f92e8dae8014efaed5f57c7b81b30256;{name1} and {name2} loved a product on {megusta.do}.;
en_US;f9894bdcca6883116afef1d3a1521f50;{name count} others;In the phrase: "{name1} and {name count others} had {product count products} on {megusta.do}."
en_US;f99d6b7fe2ee660c307d4de53ef15675;a product she wished for;
en_US;fa4abf14c979b8c9870f250ea5d7d7b9;{name1} suggested {product1} on {megusta.do}.;
en_US;fb6c88f03bdd2983249775adbd238348;a product you wished for;
en_US;fb7134c5dc106f795a587957357acd1f;{name} sent you {=a product and other requests}.;
en_US;fb82fd46402fc515fc7ac17cd7b0a6e5;{name1} and {name2} are wishing for {product1} on {megusta.do}.;
en_US;fba25449815306dee2f3661eeca538b2;{name} thought about {number} products.;
en_US;fcc2811ae29a21822763ec08d0432710;{product count} other products;In the phrase: "{name1} and {name2} suggested {product1} and {product count other products} on {megusta.do}."
en_US;fcceddb3c4a5f8fddc2fab9fbc8c1390;{number} others had this.;
en_US;fcd388855d677f9ba30e57555a2b4a5e;products she loved;
en_US;fce3e9de5e3684e55d36a92c56d99ace;{name} sent you {=[count] contents}.;
en_US;fd3517d70d25ddf0b1d99c8e520cd55d;products she wanted;
en_US;fd74cc4845cbd64815d07daa992fe391;{name} is suggesting {number} products on {application}.;
en_US;fd8b2c5342db66d1ef83e0ccb824c427;{product count} other products;In the phrase: "{name1} wished for {product1} and {product count other products} on {megusta.do}."
en_US;fde8715b3ad027b8f3a7c5334c74c3a5;{name count} others;In the phrase: "{name1} and {name count others} suggested {product count products} on {megusta.do}."
en_US;fe1f14a9258530f567caf28c7cd91003;{count} products;In the phrase: "{name} sent you {=[count] products}."
en_US;fe9c89b0cd05c1bcaf96e960546425f3;{name1} suggested {product1} and {product count other products} on {megusta.do}.;
en_US;fee5eaadfea16f5ac21426519e56aa27;{name} asked you for {=[count] products}.;
en_US;ff2d9fbcea8345a52d43a42ed4ee290c;{count} products and other requests;In the phrase: "{name} asked you for {=[count] products and other requests}."
en_US;ff5e270e61a3297276c94cb5449d0fb8;{name count} others;In the phrase: "{name1} and {name count others} are loving {product1} and {product count other products} on {megusta.do}."
